building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,construction_period_provenance,floor_area_m2,gross_footprint_area_m2,conditioned_floor_area_m2,eui_denominator_m2,context_building_count,fallback_reason
relation/12702626,8912451f8d1d6584,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,222ba1cfe285b014d2af56f12edcc1a2dbbb8b1032e68de7be6365cc8448ef9b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,922.7491,922.7491,922.7491,922.7491,14,near_duplicate_vertex_tolerated_box
relation/12702627,17fbaa5f295509bc,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,1e31ae603e29b379af5cceffe72255eb39cfc33f98111567a95a91095f6c4af1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,938.589,938.589,938.589,938.589,15,near_duplicate_vertex_tolerated_box
relation/12702628,8d717b848f17f68d,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,9d67f68a61078dcaa964d42e1beb39517195095a751ec35060e64b597d1d0c90,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,608.5655,608.5655,608.5655,608.5655,20,near_duplicate_vertex_tolerated_box
relation/12702629,a3b8acbbaf7cf1cf,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,eefedf5fb3af955c74f7dd56fccfe25ae5e256c877cc2a73a4ca07c84da1ba21,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1500.8914,1500.8914,1500.8914,1500.8914,12,
relation/12702630,cfd38851e11bd9f2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,9a14d18f0b53866614b40c814f3c3342468795d2bca3d095181bbed3898f52eb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,2385.9561,2385.9561,2385.9561,2385.9561,11,near_duplicate_vertex_tolerated_box
relation/12702631,c2e07c6ddc86dc8e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,2a53f34630b19ad6782e250b1295c1b2374644f0e14cb2fa5405c9a77358bcbd,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,580.5377,580.5377,580.5377,580.5377,16,near_duplicate_vertex_tolerated_box
relation/12702632,be68dcc0e83d5725,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,e35d7705b793f8e2dd00eb5d94d2c95c751acd64a70b20f63cb0c4fc5f6a9c89,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,218.9748,218.9748,218.9748,218.9748,14,
relation/12704090,3bc130c6f2491edc,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,d267a1d75f68f52bcb9cf542c43ce8bc0c571add7f8a44198b2631e51ddbe118,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,3330.2566,3330.2566,3330.2566,3330.2566,14,near_duplicate_vertex_tolerated_box
relation/12706920,9f5c50f79a7d4f15,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,fa7a33c11dc17178019b49bdf787242e6d6d7ffe53ed9578bac415edd9c866ed,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,453.012,453.012,453.012,453.012,10,near_duplicate_vertex_tolerated_box
relation/12707194,ef9158b002b048ed,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,b118b15ebfc29abd22c90f3244d19cb766b953b1467122b620d67ea0df566592,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1091.6777,1091.6777,1091.6777,1091.6777,16,near_duplicate_vertex_tolerated_box
relation/12707195,4a3cf6b3b80ba8ee,ES.ME.AB.01.Gen.ReEx.001.001,AB,ES.01,FALLBACK_PENDING_LAYOUT,c214ce0d40b32193da5e7143a10a76a01628ca2de24b5b11ca333fd44da2fbbb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,284.6124,284.6124,284.6124,284.6124,16,near_duplicate_vertex_tolerated_box
relation/12713025,77bd02d23440ce54,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,a91c61c6693620d85bbd90d6f20566e3d39a2beaa4bb484d21875a1ab9cff6bb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1331.3285,1331.3285,1331.3285,1331.3285,17,near_duplicate_vertex_tolerated_box
relation/12713026,452f921168d22895,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,1d680e154010ebbc9f43d495b83df702f65c4f349277eaebdf5d2a7b578fa12b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1503.8508,1503.8508,1503.8508,1503.8508,16,near_duplicate_vertex_tolerated_box
relation/12720242,0ca1486e737f8809,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,081d607ea3fc75304b976c9095d242fc01d3999d5fc2fd32b6d5c37e4b6e58b6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,99.6159,99.6159,99.6159,99.6159,14,
relation/12725306,cf6d326094b66d37,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,b829fd089f9fa97dd3415c69a96dab8f290736aaee7a4cc44962c4b016f7f69d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,919.8802,919.8802,919.8802,919.8802,12,near_duplicate_vertex_tolerated_box
relation/12743488,8646e385d56d94f9,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,97cac8e6024fefcfeeaa7b921ac9c8c5342a9fe818d58797276f7c6a4cdb889d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1017.5016,1017.5016,1017.5016,1017.5016,6,near_duplicate_vertex_tolerated_box
relation/12765477,d634186e5eec2148,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,9777b2da83b414f8956a31726fa0efad500941845b06a6255a40fd515882f2e1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,2203.5752,2203.5752,2203.5752,2203.5752,12,near_duplicate_vertex_tolerated_box
relation/12765478,634a622529b8455a,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,226134c0ba9bb85bdc2e74530916a53ddef9d1a48973d3c90d45cd9228a43031,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,2425.9186,2425.9186,2425.9186,2425.9186,8,near_duplicate_vertex_tolerated_box
relation/12771675,d7bef8de84c0c135,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,3a907c63dba1b08727daea4abb3e2dab2eb4ffedef63baea0244dfdba38d118b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,673.8979,673.8979,673.8979,673.8979,16,near_duplicate_vertex_tolerated_box
relation/12771676,8b3598ac47b3f4a0,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,f815204b207c1ed6fc164b4d166b99e06d80f3733e43d10a11f950467a48ebb1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,432.4467,432.4467,432.4467,432.4467,10,near_duplicate_vertex_tolerated_box
relation/12794755,c089a1b34d5922a4,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,619669f1c153c8d3277b140d9ab409af3b2a3d1ac66351517e6b097bbd26f826,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,2259.3841,2259.3841,2259.3841,2259.3841,16,near_duplicate_vertex_tolerated_box
relation/12800463,b56c88c9dbd87279,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,454b18c13fc0318e3e9875759d27ef5c7677a547826986d62c2c88c7a3c035dc,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1366.1814,1366.1814,1366.1814,1366.1814,14,near_duplicate_vertex_tolerated_box
relation/12800464,919157f68be36042,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,b3366eaa302afb6c6bacd6a70196849710f272530220a548668dbc3a010ac708,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1524.5775,1524.5775,1524.5775,1524.5775,12,near_duplicate_vertex_tolerated_box
relation/12800465,890016e14f4ecc5e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,8bd7254c91ee7124c56383cdef1cee119c7dafe460aa4a174d3575baf3d1de47,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1216.0988,1216.0988,1216.0988,1216.0988,13,near_duplicate_vertex_tolerated_box
relation/12803889,cc41d0f84f68ceda,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED,889d40ad45622642b9f07144ab049b22914f2b9636a3e7bafea5102cf5494f60,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,2240.1049,2240.1049,2240.1049,2240.1049,15,near_duplicate_vertex_tolerated_box
relation/12803902,08e084e234959ba2,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,d3e224342a6f15417d7dd3798e31354f37e4564e2443bafce739c70f2317f1be,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1306.9312,1306.9312,1306.9312,1306.9312,14,near_duplicate_vertex_tolerated_box
relation/12837455,a00df89085b2cd0c,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,04a28c1f6dc2dc389b4373697a68d0c03a9dca1d10aa78f46f7e3d118ddeb7e1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,594.7239,594.7239,594.7239,594.7239,12,near_duplicate_vertex_tolerated_box
relation/12837456,f039875e129dcd1c,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,8ea0bda06df67384f231f3e3392db1d13a4760598f2e042ad298cc3ec5e29872,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,440.4498,440.4498,440.4498,440.4498,13,near_duplicate_vertex_tolerated_box
relation/12837457,c2577233c56f2d0b,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,822097548ee8898251e5a674c26e67204551a4f07d0b9efbd6414b91d78fc4e4,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,347.9034,347.9034,347.9034,347.9034,15,
relation/12863111,dc4c8768bb34abb7,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,34d1f131f99472fa49c7e5913c35c54ed01208dd25da89a6c390da9b664827eb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,3017.853,3017.853,3017.853,3017.853,6,near_duplicate_vertex_tolerated_box
relation/12867469,bb4d3f44d4fbe5b1,ES.ME.MFH.03.Gen.ReEx.001.001,MFH,ES.03,DWELLING_LAYOUT_EMITTED,e679f8029651f9097a6fdd826cd7151726bb12007a42a8e5a9dc6ca3080402ee,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,103.5984,103.5984,103.5984,103.5984,19,
relation/12876435,1271cddbf6bd1e8a,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,ded018a2cc544d3a388cac549b34c4528f8e5932ff8e8cd5030c2c79f150430b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,886.5066,886.5066,886.5066,886.5066,14,near_duplicate_vertex_tolerated_box
relation/12876436,ee59f26430f27ad4,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,49ae5b915100e04507443542dfca13802d42c74e9708c4dadd6fbcdb8ce7947f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,73.194,73.194,73.194,73.194,16,
relation/12876437,9e05613344663735,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,09d97421ef5aec7f3021282bfac5dc4f22674869121bfc27ae0bb860b23ccf3b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,205.1287,205.1287,205.1287,205.1287,18,near_duplicate_vertex_tolerated_box
relation/12877779,d342db5179c1ac49,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,25dc3712cdcc74efed6f4a9f659fe6817924ea5cf448f8fc81d6229565cadba1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,3790.1006,3790.1006,3790.1006,3790.1006,22,near_duplicate_vertex_tolerated_box
relation/12877780,e21bec78b937acf5,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,da9ace2f1c4b6fbc79d9bf0dbaecc3d207fe7029c8299cb5fca5f421b19580fd,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,461.9157,461.9157,461.9157,461.9157,18,
relation/12882209,5c52d86539f5f682,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,f74a12fd4c8b54997119ac8cc747044d2685d261655963253ce2c98c8a30e7a7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1480.5168,1480.5168,1480.5168,1480.5168,20,near_duplicate_vertex_tolerated_box
relation/12882211,04c3d8bc97b3aa32,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED,7b968d378176efacfa1e4e734d0508840c980339e0e193ef97b51e037cbfd618,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,498.0225,498.0225,498.0225,498.0225,11,near_duplicate_vertex_tolerated_box
relation/12891866,9670c5cdbba65eea,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,3d1f4e39bf10e03f5d96159711d9f4925b06268218c744d3cd01de74822d478e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1038.7004,1038.7004,1038.7004,1038.7004,11,near_duplicate_vertex_tolerated_box
relation/12891867,e1e63c62f8b852ef,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,5655c49344eed047eabbe9590502d93b013d7f242f17d8be919da2a578d62e47,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,177.4563,177.4563,177.4563,177.4563,20,near_duplicate_vertex_tolerated_box
relation/12891868,edea5e0e81996fc3,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,0083a610675056ea059c013e7d85f71537aeff7f4622c5b13795339d4e1ffc54,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,106.4377,106.4377,106.4377,106.4377,22,
relation/12931517,0c479868a7ac0df9,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,5a1df190a1ddf39ac87bed885ddfb3c5f8e85bb36dd146c11b9d9c871babb469,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,193.4707,193.4707,193.4707,193.4707,21,
relation/12931518,98286196c85678d6,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,14ebdbacbc58337f950778256a148aefa6f5393cd8e41c4ab2585431c9e3e534,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,890.6564,890.6564,890.6564,890.6564,17,near_duplicate_vertex_tolerated_box
relation/12993356,f734f8445bc66815,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,f91d772a9436cd4824f1184474c64973eca9e94a3f8541c81c77f8c3f601b863,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1341.3287,1341.3287,1341.3287,1341.3287,16,near_duplicate_vertex_tolerated_box
relation/13005466,bdea183b20e2e24c,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,69303bda5a92c9e2e0f8f3058b08743271921d0807c9865abd4e9c0ac9312f18,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,438.7269,438.7269,438.7269,438.7269,15,
relation/13033800,643e9972f4f04889,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,5e0abb1521b0c9d4a6da069ef51e640f54f9a9931848bd95dee0e9020ac0ebb9,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,416.5561,416.5561,416.5561,416.5561,14,near_duplicate_vertex_tolerated_box
relation/13033801,869223a6b12365f5,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,7d14521c39d5f2f5d497e98501007e3a18a62a8798d2477172f58cd6813433fa,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1276.3581,1276.3581,1276.3581,1276.3581,16,near_duplicate_vertex_tolerated_box
relation/13146436,a5d3b1ad4c1b72f3,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,0b15229b49fab82691a7c77ac4625e55616a730d9cc26be67c45ffd2c2c0a465,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,224.2575,224.2575,224.2575,224.2575,14,
relation/13146437,910a2f05e7cee5e2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,f0a9e68b7da187180b1106fda7886c2d1ab21deaded4ecf02d8bf7a76d063b19,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,3778.1501,3778.1501,3778.1501,3778.1501,21,near_duplicate_vertex_tolerated_box
relation/13160790,6e786c27ec16ef00,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,d88e216384b5c58b3da6ec5c11e20789896af42d030747d8890a524a6ae8578a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1274.8757,1274.8757,1274.8757,1274.8757,15,near_duplicate_vertex_tolerated_box
relation/13160791,117eaf493c1eb230,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,561675ccef81fe247870784c24782e277b455aa31d661477cc0cabd14a816fc5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1697.2898,1697.2898,1697.2898,1697.2898,18,near_duplicate_vertex_tolerated_box
relation/13263924,7a62499d5756d6be,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,85f2d10a298d20267c4d2f4a143037dbd54058fd1db12ce8fd6883ef48115202,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,547.5113,547.5113,547.5113,547.5113,17,near_duplicate_vertex_tolerated_box
relation/13263925,a6ae5d2905c6afa5,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,012077021a378b74ac7a83a2d25f1a12784974b24dda13d8b6ac2895fdb9df16,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,211.9523,211.9523,211.9523,211.9523,13,near_duplicate_vertex_tolerated_box
relation/13263926,87b0b0e3dfa4a717,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,1fdf512321b2028dcb874bde75ad4964fc07021917cb9496a23b46927a91620d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,308.6972,308.6972,308.6972,308.6972,18,
relation/13296657,66f7ad439542e6c2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,5df80d333e6001caf5d54d9dc0a1bfc4a087e758760f4cd887a5449a60dbcc46,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,5568.376,5568.376,5568.376,5568.376,9,near_duplicate_vertex_tolerated_box
relation/13306447,6bbac3cd74491459,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,254fac6e49cb7fa4043e977b138d8a3054cce82106e61f707124fa4b29a532f4,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1390.4694,1390.4694,1390.4694,1390.4694,7,
relation/13306448,1713fe07d5da67fa,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,a51bd046365fdec3ce3dfb153036f3d0b8adb0c9a935b860e0237bb34587b54b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,1405.8081,1405.8081,1405.8081,1405.8081,6,
relation/13307655,c77aa0929b820add,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,dcb77f81f146e324db9526a6549f3adc7b5af4b0f68e956056a5de59f9976117,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,900.5731,900.5731,900.5731,900.5731,10,near_duplicate_vertex_tolerated_box
relation/13340529,2569190f181f9d28,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,86f9f1089a4b1cf04ec99f3f5b3f49e332b3ed88aaa71028eb522b8cbc6557f5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,816.3505,816.3505,816.3505,816.3505,20,
relation/13340530,9bf7e39352e8a8cd,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,a1a68192098358e15f92c8490317ddc570948772db458ff9313dfde44c5f43e0,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,828.3943,828.3943,828.3943,828.3943,18,near_duplicate_vertex_tolerated_box
relation/13381288,fad1a473d42a86de,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,bfc4037b01b656613658e20e6685753e505393331bf80d6d4184a8c5784d01cb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,801.0354,801.0354,801.0354,801.0354,14,near_duplicate_vertex_tolerated_box
